channel_title,channel_id,publishedAt,subscriberCount,videoCount,viewCount,timestamp
CollegeHumor,UCPDXXXJj9nax0fr0Wfc048g,2006-10-09T14:14:10.000Z,13333841,3370,6901487032,2019-04-07 15:09:57.705078
Chris Stuckmann,,,0,0,0,2019-04-07 15:09:58.741730
MassLive,,,0,0,0,2019-04-07 15:09:59.812228
Klossy,,,0,0,0,2019-04-07 15:10:00.874102
Björk,,,0,0,0,2019-04-07 15:10:01.925823
DJSnakeVEVO,UCGkSXL5saM8y3VvJD_PdMFQ,2014-01-27T17:49:09.000Z,6682732,25,3858319266,2019-04-07 15:10:03.007559
Butch Hartman,,,0,0,0,2019-04-07 15:10:04.069961
It's Okay To Be Smart,,,0,0,0,2019-04-07 15:10:05.112911
Major Lazer,,,0,0,0,2019-04-07 15:10:06.147722
Dua Lipa,,,0,0,0,2019-04-07 15:10:07.192211
Philadelphia 76ers,,,0,0,0,2019-04-07 15:10:08.240570
Jessii Vee,,,0,0,0,2019-04-07 15:10:09.272198
The Orchard Movies,,,0,0,0,2019-04-07 15:10:10.309423
Shmee150,UCIRgR4iANHI2taJdz8hjwLw,2006-07-07T01:16:05.000Z,1691271,3621,593330176,2019-04-07 15:10:11.378101
TODAY,,,0,0,0,2019-04-07 15:10:12.454326
Eric Strebel,,,0,0,0,2019-04-07 15:10:13.510159
Auralnauts,UCp1xCZ4ODNM2OJuKoBrghDA,2012-09-30T18:16:26.000Z,245183,122,60559282,2019-04-07 15:10:14.587186
60 Minutes,,,0,0,0,2019-04-07 15:10:15.638026
ChrisStapletonVEVO,UC_uPAFZghRvM1W89Rt-opZw,2011-11-21T19:50:21.000Z,585283,42,624013879,2019-04-07 15:10:16.762995
vlogbrothers,UCGaVdbSav8xWuFWTadK6loA,2007-01-02T01:04:26.000Z,3169226,1701,776254862,2019-04-07 15:10:17.834276
SMTOWN,UCEf_Bc-KVd7onSeifS3py9g,2006-03-18T15:43:10.000Z,18340711,3666,13704099980,2019-04-07 15:10:18.927961
Green Day,,,0,0,0,2019-04-07 15:10:19.972163
HaileeSteinfeldVEVO,UC7ttiY8KM99aLI79yHT6cAw,2015-04-06T18:05:43.000Z,2715940,41,1126455679,2019-04-07 15:10:21.046579
AsapSCIENCE,UCC552Sd-3nyi_tk2BudLUzA,2012-05-28T17:33:43.000Z,8547267,313,1216062647,2019-04-07 15:10:22.124384
K Yuen,,,0,0,0,2019-04-07 15:10:23.216180
Half as Interesting,,,0,0,0,2019-04-07 15:10:24.254382
RealLifeLore,,,0,0,0,2019-04-07 15:10:25.306466
Ultra Music,,,0,0,0,2019-04-07 15:10:26.346430
Shade 45,,,0,0,0,2019-04-07 15:10:27.380509
The Real Daytime,,,0,0,0,2019-04-07 15:10:28.421373
Matthias Wandel,,,0,0,0,2019-04-07 15:10:29.456517
Lauren Elizabeth,,,0,0,0,2019-04-07 15:10:30.502094
TimandFaithVEVO,,,0,0,0,2019-04-07 15:10:31.561898
Funny Or Die,,,0,0,0,2019-04-07 15:10:32.619312
Mayim Bialik,,,0,0,0,2019-04-07 15:10:33.694193
Lauv,UCpRkWgsen93nomCnx4ecJBw,2006-05-28T12:06:32.000Z,233,23,342175,2019-04-07 15:10:34.813971
Ranz Kyle,,,0,0,0,2019-04-07 15:10:35.866202
NBC News,,,0,0,0,2019-04-07 15:10:36.912986
Matt Steffanina,,,0,0,0,2019-04-07 15:10:37.945745
MisterWivesVEVO,UCwQIPsdr-FATQqJkXgQGNKw,2013-07-23T22:07:19.000Z,111676,34,35315238,2019-04-07 15:10:39.023281
YBF Chic,,,0,0,0,2019-04-07 15:10:40.070045
littleBits Electronics,,,0,0,0,2019-04-07 15:10:41.107617
Audience Network,,,0,0,0,2019-04-07 15:10:42.157142
Hot Dad,,,0,0,0,2019-04-07 15:10:43.233445
Disney•Pixar,,,0,0,0,2019-04-07 15:10:44.279245
SelenaGomezVEVO,UCjK8ORC71kwyj1DWFwril_A,2009-11-24T23:11:30.000Z,15455352,127,7063738322,2019-04-07 15:10:45.353840
Rosanna Pansino,,,0,0,0,2019-04-07 15:10:46.391961
Thomas Sanders,,,0,0,0,2019-04-07 15:10:47.424778
CrashRacing,,,0,0,0,2019-04-07 15:10:48.470764
Tasty,,,0,0,0,2019-04-07 15:10:49.531529
Nile Wilson,,,0,0,0,2019-04-07 15:10:50.568979
AnthonyPadilla,UCPJHQ5_DLtxZ1gzBvZE99_g,2006-11-28T08:56:20.000Z,3033618,142,117719713,2019-04-07 15:10:51.662655
Rclbeauty101,UCB0d0JLn1WcGYcwwZ87d2LA,2010-12-14T20:57:21.000Z,14059822,411,3292344938,2019-04-07 15:10:52.746651
Maddie Ziegler,,,0,0,0,2019-04-07 15:10:53.791608
Good Morning Britain,,,0,0,0,2019-04-07 15:10:54.833724
ToveLoVEVO,UC0sVahwZgKFHjOBaxvm-a7Q,2013-09-09T19:15:38.000Z,2324206,81,1430387396,2019-04-07 15:10:55.927101
ImagineDragonsVEVO,UCpx_k19S2vUutWUUM9qmXEg,2012-01-23T18:04:00.000Z,10523846,104,6736149285,2019-04-07 15:10:57.007547
ChloexHalleVEVO,UCFhhbIItPkfh4pckWIeOraA,2016-04-18T17:41:49.000Z,42294,20,11039199,2019-04-07 15:10:58.121867
NARLtv,,,0,0,0,2019-04-07 15:10:59.166169
Video Library,,,0,0,0,2019-04-07 15:11:00.218227
Single Shot,,,0,0,0,2019-04-07 15:11:01.265051
FlyFastandLow,,,0,0,0,2019-04-07 15:11:02.315241
Tegan and Sara,,,0,0,0,2019-04-07 15:11:03.376033
daronjay,UCqhytmYMdM1Gz3Ujdg28T0g,2006-11-28T11:25:48.000Z,11,6,13205,2019-04-07 15:11:04.531585
Taras Malyar,,,0,0,0,2019-04-07 15:11:05.570205
astroboy1960,UCJjueDXO59FAGb-o9xbC3ng,2006-10-22T15:00:36.000Z,320,12,1835107,2019-04-07 15:11:06.663849
Quad9 DNS,,,0,0,0,2019-04-07 15:11:07.697851
GinWigmoreVEVO,UCFUopht2bewGG8ph8ULCUUg,2009-05-12T05:28:02.000Z,50026,33,22066511,2019-04-07 15:11:08.770005
1theK (원더케이),,,0,0,0,2019-04-07 15:11:09.812780
Topi The Corgi,,,0,0,0,2019-04-07 15:11:10.874223
Disney Movie Trailers,,,0,0,0,2019-04-07 15:11:11.907463
Dwarf Mamba,,,0,0,0,2019-04-07 15:11:12.953068
Kitchen Nightmares,,,0,0,0,2019-04-07 15:11:13.999871
Just Wow me,,,0,0,0,2019-04-07 15:11:15.033505
ladygagaarraza,,,0,0,0,2019-04-07 15:11:16.093331
HBO,UCVTQuK2CaWaTgSsoNkn5AiQ,2006-05-17T17:10:46.000Z,1428083,6135,604608675,2019-04-07 15:11:17.166504
mvt.ias,,,0,0,0,2019-04-07 15:11:18.212810
AIA awards,,,0,0,0,2019-04-07 15:11:19.247370
Taylor Nicole Dean,,,0,0,0,2019-04-07 15:11:20.294403
USA TODAY,,,0,0,0,2019-04-07 15:11:21.328050
NOLA.com,,,0,0,0,2019-04-07 15:11:22.361992
BuzzFeed Nifty,,,0,0,0,2019-04-07 15:11:23.393757
Sam Chui,,,0,0,0,2019-04-07 15:11:24.426809
Tech Insider,,,0,0,0,2019-04-07 15:11:25.467590
MiguelVEVO,UCpOt14iqkbd6QjtBHicTXKQ,2010-05-10T18:43:51.000Z,901123,93,625035713,2019-04-07 15:11:26.547521
Tamika Hall,,,0,0,0,2019-04-07 15:11:27.594379
Matoma,,,0,0,0,2019-04-07 15:11:28.646022
JessieJVEVO,UCGej5zp_KWZ-b_1w4Rq2hyA,2010-11-03T18:20:59.000Z,6877685,77,3903668629,2019-04-07 15:11:29.740930
ParsonJamesVEVO,UCuoFcgCyu9c6vZO2sO7PF5w,2015-05-18T18:52:45.000Z,66137,21,17823355,2019-04-07 15:11:30.812531
Maggie Lindemann,,,0,0,0,2019-04-07 15:11:31.890550
Kevin Rabatin,,,0,0,0,2019-04-07 15:11:32.923868
FRANKIEmusicVEVO,UCHoSUtYcHhBMvXh7IciOAKw,2012-08-16T08:44:12.000Z,36,1,1058,2019-04-07 15:11:34.035996
Radovan Lazic,,,0,0,0,2019-04-07 15:11:35.076607
Duston Ward,,,0,0,0,2019-04-07 15:11:36.131648
Entertainment Tonight,,,0,0,0,2019-04-07 15:11:37.170894
Smosh,UCY30JRSgfhYXA6i6xX1erWg,2005-11-19T10:25:07.000Z,24231993,1042,8311182857,2019-04-07 15:11:38.254606
Bruno Mars,,,0,0,0,2019-04-07 15:11:39.309846
The Weather Channel,,,0,0,0,2019-04-07 15:11:40.362539
The View,,,0,0,0,2019-04-07 15:11:41.394907
ExplosmEntertainment,UCWXCrItCF6ZgXrdozUS-Idw,2009-09-03T19:43:36.000Z,9370950,513,2534958162,2019-04-07 15:11:42.485063
The Grand Tour,,,0,0,0,2019-04-07 15:11:43.547432
slaymeclarkson c:,,,0,0,0,2019-04-07 15:11:44.594774
Veritasium,UC-ImLFXGIe2FC4Wo5hOodnw,2009-09-30T15:28:22.000Z,1325,1,17590,2019-04-07 15:11:45.704092
Josh Groban,,,0,0,0,2019-04-07 15:11:46.738326
Billboard,UCe862_HmHa_rvTv6ueVvwyQ,2006-01-11T13:35:59.000Z,181,0,0,2019-04-07 15:11:47.861430
How to DAD,,,0,0,0,2019-04-07 15:11:48.905888
hudsonunionsociety,UCddKc3pzpVPLYdKf39ulrpQ,2009-01-02T15:33:09.000Z,8106,2753,11702803,2019-04-07 15:11:49.996429
WildTurkeyBourbon,,,0,0,0,2019-04-07 15:11:51.048825
Simon and Martina,,,0,0,0,2019-04-07 15:11:52.080125
AlishaMarie,UChJCmHO7pE8uNvUY8WjYETg,2006-06-04T09:40:42.000Z,146,0,0,2019-04-07 15:11:53.214919
Fleur DeForce,,,0,0,0,2019-04-07 15:11:54.256630
David Sistaro,,,0,0,0,2019-04-07 15:11:55.303476
Passenger,,,0,0,0,2019-04-07 15:11:56.353474
Mashed,UCCn62cYVpl0e_GN-yo1H9yQ,2005-11-02T20:27:25.000Z,1678488,313,398183752,2019-04-07 15:11:57.420490
emmymadeinjapan,UCzqbfYjQmf9nLQPMxVgPhiA,2010-11-11T07:08:15.000Z,1448795,1165,275026200,2019-04-07 15:11:58.511521
JoergSprave,UCVZlxkKqlvVqzRJXhAGq42Q,2008-04-08T09:49:51.000Z,2103067,731,335430405,2019-04-07 15:11:59.575188
Leroy Sanchez,,,0,0,0,2019-04-07 15:12:00.621934
Rob Andretti,,,0,0,0,2019-04-07 15:12:01.668788
Lindsey Stirling,,,0,0,0,2019-04-07 15:12:02.717502
Tom Stanton,,,0,0,0,2019-04-07 15:12:03.750678
Polyphonic,,,0,0,0,2019-04-07 15:12:04.798599
Freeform,UCwYQJp6qb2a-Dr--g5lkLgg,2005-10-13T18:12:24.000Z,69,0,0,2019-04-07 15:12:05.937251
BTS Videos,,,0,0,0,2019-04-07 15:12:07.030922
Binging with Babish,,,0,0,0,2019-04-07 15:12:08.076956
CBS This Morning,,,0,0,0,2019-04-07 15:12:09.112854
Peter McKinnon,,,0,0,0,2019-04-07 15:12:10.153695
The Voice,,,0,0,0,2019-04-07 15:12:11.205172
Hannah Stocking,,,0,0,0,2019-04-07 15:12:12.251826
Wendover Productions,,,0,0,0,2019-04-07 15:12:13.297424
Inanna Sarkis,,,0,0,0,2019-04-07 15:12:14.334489
ShawnMendesVEVO,,,0,0,0,2019-04-07 15:12:15.393379
NASA Jet Propulsion Laboratory,,,0,0,0,2019-04-07 15:12:16.429435
Tyler Oakley,,,0,0,0,2019-04-07 15:12:17.471741
Buttered Side Down,,,0,0,0,2019-04-07 15:12:18.518714
Doug Jones for Senate,,,0,0,0,2019-04-07 15:12:19.561028
YTN NEWS,,,0,0,0,2019-04-07 15:12:20.601571
ConnorFranta,UCudeRz9YntRrmKBSqnHyKGQ,2010-04-24T19:06:08.000Z,5439877,343,426748754,2019-04-07 15:12:21.679618
Alex Gilbert,,,0,0,0,2019-04-07 15:12:22.726419
Colleen Vlogs,,,0,0,0,2019-04-07 15:12:23.759992
CNN,UCupvZG-5ko_eiXAupbDfxWw,2005-10-02T16:06:36.000Z,6485900,144910,4502835199,2019-04-07 15:12:24.825171
Bob Przybylo,,,0,0,0,2019-04-07 15:12:25.858519
Marie McGann,,,0,0,0,2019-04-07 15:12:26.889840
Useless Duck Company,,,0,0,0,2019-04-07 15:12:27.936293
Adult Swim,,,0,0,0,2019-04-07 15:12:28.983095
Philip DeFranco,,,0,0,0,2019-04-07 15:12:30.032245
The King of Random,,,0,0,0,2019-04-07 15:12:31.066922
Carla Resendiz,,,0,0,0,2019-04-07 15:12:32.108529
UrAvgConsumer,UC9fSZHEh6XsRpX-xJc6lT3A,2012-01-01T23:54:16.000Z,2361480,742,262839415,2019-04-07 15:12:33.193917
Sufficiently Advanced,,,0,0,0,2019-04-07 15:12:34.234012
DemiLovatoVEVO,UCnyB9MYKRkSFK3IIB32CoVw,2009-05-12T05:27:44.000Z,11992590,165,4420993421,2019-04-07 15:12:35.311533
LadyGagaVEVO,UC07Kxew-cMIaykMOkzqHtBQ,2009-05-12T05:28:28.000Z,9355647,146,6904535713,2019-04-07 15:12:36.390283
Brat,UCkUYcyfYHZajWRW71Qkj2Fg,2005-11-10T21:02:46.000Z,38,2,172,2019-04-07 15:12:37.507675
Kandee Johnson,,,0,0,0,2019-04-07 15:12:38.539773
Nerdwriter1,UCJkMlOu7faDgqh4PfzbpLdg,2011-09-30T09:27:31.000Z,2491815,243,163185438,2019-04-07 15:12:39.615644
CAguileraVEVO,UClx2ih2Nx8enGmsMsA6C3BQ,2009-09-02T23:34:42.000Z,2587709,70,2298281960,2019-04-07 15:12:40.698371
Looper,UCHE7BxxTUp2n4ta3DwjJHxQ,2005-11-06T05:12:00.000Z,36,54,68116,2019-04-07 15:12:41.819214
Miranda Sings,,,0,0,0,2019-04-07 15:12:42.866020
Eva Lunde Bentley,,,0,0,0,2019-04-07 15:12:43.902141
PTXofficial,UCmv1CLT6ZcFdTJMHxaR9XeA,2011-09-10T17:09:59.000Z,16752088,179,3890051388,2019-04-07 15:12:44.974733
The Deal Guy,,,0,0,0,2019-04-07 15:12:46.009535
Yes Theory,,,0,0,0,2019-04-07 15:12:47.056657
DreamCastle_629,,,0,0,0,2019-04-07 15:12:48.094881
The Tommy Edison Experience,,,0,0,0,2019-04-07 15:12:49.141681
MyLifeAsEva,UCAoMPWcQKA_9Af5YhWdrZgw,2011-07-25T01:31:39.000Z,9725925,264,963110691,2019-04-07 15:12:50.227901
lara6683,UC11j-ApkeIcxSTFtBYBMq3g,2009-02-18T09:33:51.000Z,257648,498,37664266,2019-04-07 15:12:51.332518
Zendaya,UCh46y5nUI-h1k5t51qFyqqQ,2007-09-26T02:07:44.000Z,58,0,0,2019-04-07 15:12:52.476690
adidas Football,,,0,0,0,2019-04-07 15:12:53.524446
ScreenJunkies News,,,0,0,0,2019-04-07 15:12:54.562791
Portugal. The Man,,,0,0,0,2019-04-07 15:12:55.609581
chris lee,,,0,0,0,2019-04-07 15:12:56.649078
Kelly Clarkson,,,0,0,0,2019-04-07 15:12:57.695882
How To Cake It,,,0,0,0,2019-04-07 15:12:58.742681
The Hollywood Reporter,,,0,0,0,2019-04-07 15:12:59.788839
NickJonasVEVO,UCsQG1uamy9ydZrF79v16IBg,2010-01-05T04:41:09.000Z,2146092,84,863959691,2019-04-07 15:13:00.881101
CBS Miami,,,0,0,0,2019-04-07 15:13:01.937725
Voicebot,,,0,0,0,2019-04-07 15:13:02.985073
The Sports King,,,0,0,0,2019-04-07 15:13:04.024652
John Sellars,,,0,0,0,2019-04-07 15:13:05.074527
E! News,,,0,0,0,2019-04-07 15:13:06.121051
The Current Source,,,0,0,0,2019-04-07 15:13:07.158350
HACKADAY,UCnv0gfLQFNGPJ5MHSGuIAkw,2006-06-02T19:24:29.000Z,112572,760,13822174,2019-04-07 15:13:08.255033
Taylor Alexander,,,0,0,0,2019-04-07 15:13:09.297392
Apple,UCE_M8A5yxnLfW0KghEeajjw,2005-06-22T05:12:23.000Z,8525235,277,505005686,2019-04-07 15:13:10.375440
TheBackyardScientist,UC06E4Y_-ybJgBUMtXx8uNNw,2013-04-01T16:41:52.000Z,4264789,142,508111819,2019-04-07 15:13:11.457084
PB Comps,,,0,0,0,2019-04-07 15:13:12.498099
Chris Lee,,,0,0,0,2019-04-07 15:13:13.547629
Royal Academy of Arts,,,0,0,0,2019-04-07 15:13:14.586768
Spectrum Haleskarth,,,0,0,0,2019-04-07 15:13:15.624582
Milkmen Design,,,0,0,0,2019-04-07 15:13:16.724696
Masters Of The Sun,,,0,0,0,2019-04-07 15:13:17.771701
bigclivedotcom,UCtM5z2gkrGRuWd0JQMx76qA,2007-01-14T02:56:26.000Z,523563,1428,132860234,2019-04-07 15:13:18.838406
RAP DAILY,,,0,0,0,2019-04-07 15:13:19.882790
OK Go,,,0,0,0,2019-04-07 15:13:20.931836
Verizon,UCDF1rHyRH8LcxbHX5_mrZ0w,2005-10-23T02:48:06.000Z,209851,597,117810396,2019-04-07 15:13:22.007847
ELLEUKTV,UCxeOKL4PQYB5z_85dliQA_Q,2008-09-08T13:27:23.000Z,19917,307,10205004,2019-04-07 15:13:23.089207
DisneyMusicVEVO,UCgwv23FVv3lqh567yagXfNg,2010-05-20T13:09:24.000Z,12144566,785,7802878460,2019-04-07 15:13:24.172657
Kanimuna Kisaka,,,0,0,0,2019-04-07 15:13:25.209553
BehindTheSounds,UCTMuBI0UiH-ukAs0m6YFc-Q,2008-06-13T06:33:39.000Z,8722,10,3061338,2019-04-07 15:13:26.323717
It's a small world,,,0,0,0,2019-04-07 15:13:27.365784
ELLE,UC4IDNf0IQu0C0lZvdwIOi0g,2005-09-19T12:22:24.000Z,10336,312,3932279,2019-04-07 15:13:28.492530
Casually Explained,,,0,0,0,2019-04-07 15:13:29.546063
ThreadBanger,UCBMxQPhfM6nkhQ8vPfQhkCg,2007-03-02T17:21:11.000Z,3952751,941,1135869276,2019-04-07 15:13:30.624134
grav3yardgirl,UCGwPbAQdGA3_88WBuGtg9tw,2010-12-03T07:48:33.000Z,8664571,1495,1566854180,2019-04-07 15:13:31.717782
BuzzFeedVideo,UCpko_-a4wgz2u_DgDgd9fqA,2011-08-10T21:27:29.000Z,18739102,5955,15025942902,2019-04-07 15:13:32.782966
Lane Anderson,,,0,0,0,2019-04-07 15:13:33.818863
AmazingPhil,UCHUE4ypXKp7ZkmdWbGJNgJg,2006-02-07T21:55:42.000Z,4181698,264,579722847,2019-04-07 15:13:34.884405
Simone Giertz,,,0,0,0,2019-04-07 15:13:35.928801
Laura in the Kitchen,,,0,0,0,2019-04-07 15:13:36.969631
Hevesh5,UCxJsQFhb8PFjtuN5gdOV6-w,2009-01-28T22:14:50.000Z,2371850,320,730764337,2019-04-07 15:13:38.048245
Anew Start,,,0,0,0,2019-04-07 15:13:39.081471
Ingrid Nilsen,,,0,0,0,2019-04-07 15:13:40.115426
Unique Vibes,,,0,0,0,2019-04-07 15:13:41.165487
EverythingApplePro,UCj34AOIMl_k1fF7hcBkD_dw,2009-01-27T19:52:05.000Z,7137498,1583,1685207068,2019-04-07 15:13:42.235547
Pitch Perfect,,,0,0,0,2019-04-07 15:13:43.287974
HARRY,UCJzmlOUH4eNAh204ZOlKBvQ,2005-08-07T00:04:15.000Z,172,0,0,2019-04-07 15:13:44.441547
Turbo Conquering Mega Eagle,,,0,0,0,2019-04-07 15:13:45.485529
flirppy242,UCS026mREwig9Cc9FepVN7pg,2008-03-05T19:01:07.000Z,17,7,102110,2019-04-07 15:13:46.626045
JonTronShow,UCdJdEguB1F1CiYe7OEi3SBg,2010-09-01T00:28:58.000Z,5289033,101,743897342,2019-04-07 15:13:47.707522
Dorkly,UCHdos0HAIEhIMqUc9L3vh1w,2007-01-13T14:21:01.000Z,2881963,686,1287802847,2019-04-07 15:13:48.802829
Guardian News,,,0,0,0,2019-04-07 15:13:49.835660
Markiplier,UCxubOASK0482qC5psq89MsQ,2012-03-07T01:15:46.000Z,76620,1,575294,2019-04-07 15:13:50.954262
FOX Sports,,,0,0,0,2019-04-07 15:13:51.984875
Marvel Entertainment,,,0,0,0,2019-04-07 15:13:53.034380
Miss Universe,,,0,0,0,2019-04-07 15:13:54.081422
NZPoliceRecruitment,UCKTINSJhAdJjcK-AaCmiCuA,2010-11-18T23:17:07.000Z,5977,41,4770392,2019-04-07 15:13:55.200631
Bethany Mota,,,0,0,0,2019-04-07 15:13:56.248902
Tina Nguyen,,,0,0,0,2019-04-07 15:13:57.286989
AmandaMoor & Craft Ideas,,,0,0,0,2019-04-07 15:13:58.331944
Sesame Street,,,0,0,0,2019-04-07 15:13:59.362628
Cloth Map,,,0,0,0,2019-04-07 15:14:00.396894
Gatorade,UCJNH_Wn96zxOc1UnMs8B_4Q,2005-10-02T08:10:02.000Z,73,15,9208,2019-04-07 15:14:01.521814
Srinath .S,,,0,0,0,2019-04-07 15:14:02.568448
The White House,,,0,0,0,2019-04-07 15:14:03.601619
Ellie and Jared,,,0,0,0,2019-04-07 15:14:04.640945
Doug DeMuro,,,0,0,0,2019-04-07 15:14:05.682983
Unbox Therapy,,,0,0,0,2019-04-07 15:14:06.719702
Just Between Us,,,0,0,0,2019-04-07 15:14:07.766484
Cam'ron,,,0,0,0,2019-04-07 15:14:08.801565
The X Factor UK,,,0,0,0,2019-04-07 15:14:09.834785
CFL Insider,,,0,0,0,2019-04-07 15:14:10.882099
Technomanila,,,0,0,0,2019-04-07 15:14:11.922706
West Midlands Police,,,0,0,0,2019-04-07 15:14:12.957913
David Steuer,,,0,0,0,2019-04-07 15:14:14.004715
CS Dojo,,,0,0,0,2019-04-07 15:14:15.036525
AFP news agency,,,0,0,0,2019-04-07 15:14:16.069674
I Like To Make Stuff,,,0,0,0,2019-04-07 15:14:17.109395
Plasma Channel,,,0,0,0,2019-04-07 15:14:18.148139
CalumScottVEVO,UCwUtwxkX0IDk9_OYaBcmRnQ,2016-05-23T17:27:50.000Z,1303906,53,1076311686,2019-04-07 15:14:19.211426
Liam Gallagher,,,0,0,0,2019-04-07 15:14:20.254503
Marco Reps,,,0,0,0,2019-04-07 15:14:21.290129
Bravo,UC1GO53HkUppZPsllC1D1ZpQ,2005-11-13T00:36:54.000Z,33,0,0,2019-04-07 15:14:22.430678
Linkin Park,,,0,0,0,2019-04-07 15:14:23.471594
toofacedcosmetics,UCj28gEwD-ZicKaUOo76tsxg,2008-03-23T04:17:00.000Z,294935,230,29416252,2019-04-07 15:14:24.538724
Epicurious,,,0,0,0,2019-04-07 15:14:25.594294
Sevdaliza,UCONnf7g7QfOqzM3etLECtUA,2011-11-15T15:15:56.000Z,215966,50,45198600,2019-04-07 15:14:26.677896
shane,UCV9_KinVpV-snHe3C3n1hvA,2005-09-22T03:45:47.000Z,21396952,1695,4886577840,2019-04-07 15:14:27.758320
Munchies,UCaLfMkkHhSA_LaCta0BzyhQ,2014-03-24T21:21:29.000Z,2964971,885,593466715,2019-04-07 15:14:28.823119
Variety,UCgRQHK8Ttr1j9xCEpCAlgbQ,2006-03-04T06:29:34.000Z,360699,2677,171274625,2019-04-07 15:14:29.899598
Good Morning America,,,0,0,0,2019-04-07 15:14:30.946398
KaneBrownVEVO,UCsEj8E122ibbJetQe8BoV7g,2015-10-27T17:09:33.000Z,724057,58,888347913,2019-04-07 15:14:32.010393
Molly Burke,,,0,0,0,2019-04-07 15:14:33.049028
Grandpa Kitchen,,,0,0,0,2019-04-07 15:14:34.088713
ElleOfTheMills,UCwCI06WrrkGr1VyhkQMFBlw,2012-03-28T22:08:59.000Z,1674423,160,143677184,2019-04-07 15:14:35.153443
Mike Boyd,,,0,0,0,2019-04-07 15:14:36.199642
DamonAndJo,UCASjTz4wC5E-8Twuszj7amg,2012-10-22T21:43:42.000Z,1168011,555,87232353,2019-04-07 15:14:37.294100
Wassabi Productions,,,0,0,0,2019-04-07 15:14:38.342154
Clevver News,,,0,0,0,2019-04-07 15:14:39.373888
Darren Criss,,,0,0,0,2019-04-07 15:14:40.405856
ANDREW HUANG,,,0,0,0,2019-04-07 15:14:41.441875
Steve TV Show,,,0,0,0,2019-04-07 15:14:42.486718
Great Big Story,,,0,0,0,2019-04-07 15:14:43.531634
legofreedom1,UCHuLJuq6zhqjx4QuJevuj_w,2012-09-01T02:31:23.000Z,1042,267,1157942,2019-04-07 15:14:44.629539
Loudwire,UCdz5mFXdCFOhqo-jLbode8g,2010-12-25T06:08:53.000Z,17,0,0,2019-04-07 15:14:45.752810
SiriusXM,UCmn4d1GmKKzjhyXGtaMJMtw,2006-07-28T04:09:55.000Z,2249,0,0,2019-04-07 15:14:46.891456
Apple Support,,,0,0,0,2019-04-07 15:14:47.927319
HQVideoDude,UCXhZvVgqPDXvPEZ_Z14pQAQ,2010-08-12T20:35:17.000Z,20590,72,25708048,2019-04-07 15:14:49.005365
Teen Vogue,,,0,0,0,2019-04-07 15:14:50.059543
Lame Videos,,,0,0,0,2019-04-07 15:14:51.094547
Lucy Moon,,,0,0,0,2019-04-07 15:14:52.126330
Applied Science,,,0,0,0,2019-04-07 15:14:53.165922
Why Don't We,,,0,0,0,2019-04-07 15:14:54.212968
geicocaveman2012,UClmaYMJISH_T3zr5Rj8Z2xA,2012-01-30T09:54:27.000Z,462,9,647496,2019-04-07 15:14:55.312396
Maker's Box,,,0,0,0,2019-04-07 15:14:56.361885
shurap,,,0,0,0,2019-04-07 15:14:57.414114
SupremeSounds,,,0,0,0,2019-04-07 15:14:58.468816
Context Information Security,,,0,0,0,2019-04-07 15:14:59.513410
Lamborghini,UC9DXZC8BCDOW6pYAQKgozqw,2005-12-13T06:08:53.000Z,928481,460,59973950,2019-04-07 15:15:00.594698
Beats by Dre,,,0,0,0,2019-04-07 15:15:01.641515
Snapchat,,,0,0,0,2019-04-07 15:15:02.693895
Mark Rober,,,0,0,0,2019-04-07 15:15:03.739668
Sony Pictures Entertainment,,,0,0,0,2019-04-07 15:15:04.781352
SamSmithWorldVEVO,UC3Pa0DVzVkqEN_CwsNMapqg,2013-10-28T17:39:39.000Z,6853689,71,4811053639,2019-04-07 15:15:05.846119
Kylie Cosmetics,,,0,0,0,2019-04-07 15:15:06.877695
The Telegraph,,,0,0,0,2019-04-07 15:15:07.909807
Trailers Promos Teasers,,,0,0,0,2019-04-07 15:15:08.944711
HollywoodLife,,,0,0,0,2019-04-07 15:15:10.004606
BUILD Series,,,0,0,0,2019-04-07 15:15:11.055552
Andre Black Nerd,,,0,0,0,2019-04-07 15:15:12.111401
NitroV2,,,0,0,0,2019-04-07 15:15:13.161190
Omeleto,UCkGgCrgC0A8vTzIxvZHTwZg,2008-04-18T04:52:11.000Z,1,0,0,2019-04-07 15:15:14.288732
Mashable Daily,,,0,0,0,2019-04-07 15:15:15.342938
Feelunique,,,0,0,0,2019-04-07 15:15:16.405348
The New Yorker,,,0,0,0,2019-04-07 15:15:17.440601
TiffyQuake,UCyT6APaPTsFEwtEHu-oMqFA,2013-02-05T06:32:20.000Z,1313053,389,182746458,2019-04-07 15:15:18.534517
David Jardine,,,0,0,0,2019-04-07 15:15:19.578578
The Royal Family Channel,,,0,0,0,2019-04-07 15:15:20.618683
Rainsford,UCJRpqfPOr6ayw7w1OV2WEAA,2006-04-17T15:42:32.000Z,1,0,0,2019-04-07 15:15:21.733605
Billboard News,,,0,0,0,2019-04-07 15:15:22.779916
The Cuddle Squad,,,0,0,0,2019-04-07 15:15:23.819674
Define American,,,0,0,0,2019-04-07 15:15:24.864845
Chriselle Lim,,,0,0,0,2019-04-07 15:15:25.910499
MrNorrisVideos,UC9gCY-9tBmZLXrjj6b87EWg,2011-08-16T07:51:04.000Z,26994,232,29179529,2019-04-07 15:15:27.848834
